count	gen	nblocks
4756	2	0
2974	2	1
2743	2	2
2104	2	3
1318	2	4
666	2	5
281	2	6
106	2	7
36	2	8
11	2	9
4	2	10
1	2	12
9852	3	0
1918	3	1
1329	3	2
845	3	3
486	3	4
263	3	5
157	3	6
76	3	7
44	3	8
21	3	9
7	3	10
1	3	11
1	3	12
12274	4	0
1083	4	1
688	4	2
415	4	3
229	4	4
138	4	5
88	4	6
47	4	7
31	4	8
4	4	9
3	4	10
13634	5	0
616	5	1
324	5	2
186	5	3
109	5	4
68	5	5
28	5	6
16	5	7
12	5	8
4	5	9
1	5	10
2	5	11
14380	6	0
284	6	1
157	6	2
86	6	3
46	6	4
17	6	5
14	6	6
10	6	7
3	6	8
2	6	9
1	6	11
