gen	length
1	1.96
1	1.96
1	0.606858968712
1	0.0290022553046
1	1.32413877598
1	1.96
1	0.0677863796282
1	1.16042751963
1	0.731786100747
1	1.96
1	0.47507682691
1	0.60258398416
1	0.88233918893
1	1.96
1	0.0773845163503
1	0.3634486204
1	0.66069311634
1	0.101559514388
1	0.756914232522
1	1.96
1	0.10241487195
1	0.935993369315
1	0.33695428552
1	0.584637473216
1	1.96
1	1.96
1	1.96
1	1.96
1	1.96
1	1.01051017985
1	0.0813287177231
1	0.537721111275
1	0.330439991156
1	1.96
1	0.723840239352
1	1.23615976065
1	1.96
1	1.14922281386
1	0.593503851677
1	0.217273334463
1	1.96
1	0.377564881321
1	0.0468027348807
1	0.536246564341
1	0.780504777562
1	0.218881041896
1	1.96
1	1.96
1	1.96
1	0.493671334543
1	0.221613507223
1	1.20920340806
1	0.0355117501759
1	1.96
1	0.0940353380077
1	1.86596466199
1	1.96
1	0.147504842658
1	0.207807240456
1	0.967497199083
1	0.447569952663
1	0.189620765139
1	1.96
1	0.273740766223
1	1.10659058234
1	0.0639791699831
1	0.515689481451
1	1.96
1	1.68421410633
1	0.275785893669
1	1.96
1	0.215587301702
1	0.224720038266
1	1.00486185889
1	0.265537405593
1	0.249293395546
1	1.96
1	1.96
1	1.96
1	0.300217919221
1	0.0643158131724
1	0.472289064848
1	0.052504071262
1	0.456585878064
1	0.614087253432
1	1.96
1	0.752510034073
1	0.272864119854
1	0.666907702559
1	0.267718143513
1	1.96
1	0.789728728912
1	0.79560309991
1	0.374668171178
1	1.96
1	0.0924093568541
1	0.484243850834
1	0.330680709702
1	0.117723814591
1	0.326658438697
1	0.577780682964
1	0.0305031463584
1	1.96
1	0.132336637661
1	0.0481713908273
1	1.77949197151
1	1.96
1	0.52969856861
1	0.755223731322
1	0.0521414440446
1	0.468672885311
1	0.154263370713
1	1.96
1	1.02126595424
1	0.480447057975
1	0.45828698778
1	1.96
1	0.462920316164
1	1.49707968384
1	1.96
1	0.589441500986
1	0.937947134011
1	0.432611365003
1	1.96
1	1.35206482069
1	0.607935179313
1	1.96
1	1.79086627915
1	0.169133720851
1	1.96
1	0.311317840133
1	0.153898694289
1	0.123462462052
1	1.37132100353
1	1.96
1	0.473483795925
1	0.6142150095
1	0.872301194575
1	1.96
1	1.02569839133
1	0.934301608667
1	1.96
1	0.310139451167
1	0.844133684134
1	0.8057268647
1	1.96
1	0.339909030441
1	0.148807454628
1	1.47128351493
1	1.96
1	0.378624318898
1	1.5813756811
1	1.96
1	0.474188666989
1	1.28221587524
1	0.203595457774
1	1.96
1	1.96
1	1.96
1	0.372508695606
1	1.29385046014
1	0.293640844251
1	1.96
1	0.00310602335226
1	0.924039059817
1	0.51606617535
1	0.498133178046
1	0.0186555634347
1	1.96
1	0.0542093946237
1	0.583119870405
1	1.32267073497
1	1.96
1	1.96
1	1.96
1	0.390511567234
1	0.0984603332776
1	0.450582956395
1	0.469344054646
1	0.495725750719
1	0.0553753377278
1	1.96
1	0.0581045661917
1	0.362310531502
1	0.6979441925
1	0.841640709807
1	1.96
1	1.02707552274
1	0.608050471054
1	0.324874006202
1	1.96
1	1.39432759289
1	0.565672407108
1	1.96
1	0.245490814989
1	1.71450918501
1	1.96
1	0.673356370147
1	0.134242129597
1	0.0767290821961
1	0.366382894892
1	0.116310184151
1	0.592979339017
1	1.96
1	0.184579410514
1	1.11790815894
1	0.65751243055
1	1.96
1	1.96
1	1.96
1	0.75904756798
1	0.0903951501818
1	1.11055728184
1	1.96
1	1.33088703601
1	0.629112963988
1	1.96
1	0.230680345866
1	1.23975931798
1	0.00596567160778
1	0.483594664541
1	1.96
1	0.79986652825
1	1.16013347175
1	1.96
1	0.412941460726
1	0.791674580469
1	0.733658422824
1	0.0217255359812
1	1.96
1	0.778616764671
1	0.730678684283
1	0.450704551045
1	1.96
1	0.378019406568
1	0.00249301568249
1	1.57948757775
1	1.96
1	0.929449976843
1	1.03055002316
1	1.96
1	1.46020521197
1	0.49979478803
1	1.96
1	0.590553759193
1	1.34997687674
1	0.0194693640631
1	1.96
1	0.0452986604797
1	1.30552126757
1	0.40291628818
1	0.206263783766
1	1.96
1	0.388691886752
1	1.57130811325
1	1.96
1	1.06591086603
1	0.894089133972
1	1.96
1	0.192400863313
1	1.76759913669
1	1.96
1	1.34998799029
1	0.0283968209964
1	0.291800791372
1	0.28981439734
1	1.96
1	0.16378134452
1	0.935837878973
1	0.558940859874
1	0.301439916633
1	1.96
1	0.821878859699
1	1.1381211403
1	1.96
1	0.487343451279
1	1.47265654872
1	1.96
1	0.211236730767
1	0.242647678403
1	0.362162233114
1	0.984822441089
1	0.159130916627
1	1.96
1	1.96
1	1.96
1	1.40309412109
1	0.300592003935
1	0.256313874976
1	1.96
1	0.249577815983
1	1.71042218402
1	1.96
1	0.589963936882
1	0.674912767374
1	0.0753546500225
1	0.618650546351
1	0.00111809937013
1	1.96
1	0.303502043075
1	0.996409207288
1	0.660088749637
1	1.96
1	0.819618233656
1	0.106833224144
1	1.0335485422
1	1.96
1	1.44667771263
1	0.513322287374
1	1.96
1	0.294186784471
1	1.66581321553
1	1.96
1	0.0653377312686
1	0.652646235583
1	1.16553189392
1	0.0764841392255
1	1.96
1	0.265244060147
1	1.69475593985
1	1.96
1	0.816997051083
1	0.283964862481
1	0.859038086436
1	1.96
1	1.10597141109
1	0.551787155849
1	0.302241433058
1	1.96
1	0.368635463096
1	1.5913645369
1	1.96
1	0.934234901708
1	0.494642048066
1	0.39870403038
1	0.132419019845
1	1.96
1	0.742349283123
1	0.850071696913
1	0.221023631495
1	0.146555388469
1	1.96
1	0.330257894262
1	0.209979380516
1	0.0267950635768
1	1.39296766165
1	1.96
1	0.033404513831
1	1.01696675502
1	0.310550183851
1	0.599078547301
1	1.96
1	1.59190081267
1	0.368099187331
1	1.96
1	0.0959706693368
1	0.430582600172
1	0.751543215463
1	0.681903515028
1	1.96
1	0.665037296446
1	0.0748375526277
1	1.0825439852
1	0.137581165724
1	1.96
1	0.242460094153
1	0.0418347067225
1	0.290692140551
1	0.254438476145
1	1.13057458243
1	1.96
1	1.09856239055
1	0.711292096435
1	0.150145513016
1	1.96
1	1.16586772935
1	0.190852338867
1	0.401599604119
1	0.201680327666
1	1.96
1	0.675893604647
1	1.28410639535
1	1.96
1	0.507051930103
1	1.4529480699
1	1.96
1	0.257659249964
1	0.241847329812
1	0.425455738674
1	0.220093488951
1	0.814944192599
1	1.96
