gen	lens
1	1.96
1	1.96
1	0.697698816787
1	0.0350025105663
1	0.0506943115592
1	1.96
1	1.96
1	1.96
1	0.393474294385
1	1.96
1	1.96
1	1.96
1	0.101538242307
1	0.373985273195
1	0.335428085495
1	0.0701878067851
1	0.388022983139
1	0.159578455696
1	0.743099644622
1	0.114293779852
1	0.0683257141151
1	1.96
1	0.873072943771
1	0.0962013589684
1	0.0542306745332
1	1.96
1	1.41203176958
1	0.221476082504
1	1.96
1	0.49715064601
1	0.0378024153877
1	0.0965696916357
1	0.21335431139
1	1.96
1	1.96
1	0.0835689733364
1	0.425963988239
1	0.215148993693
1	0.0544667871948
1	0.0536474754009
1	1.96
1	0.638994369172
1	0.525894065909
1	1.96
1	0.151012412403
1	0.405050446913
1	1.47901400413
1	1.96
1	0.83108757725
1	0.315228881761
1	0.408848820757
1	0.0985893037915
1	0.216646722099
1	0.148045597365
1	0.268894614503
1	1.96
1	1.96
1	1.96
1	0.383754862854
1	1.21351476068
1	1.96
1	1.96
1	1.96
1	0.00973235941492
1	0.276445775758
1	0.1475734697
1	0.171392774908
1	1.96
1	1.96
1	0.223640938839
1	0.308581353556
1	0.292850396987
1	1.96
1	1.96
1	0.0547512038425
1	0.325194525393
1	1.96
1	0.0466280823946
1	1.25308004589
1	0.148957115654
1	1.11927466018
1	0.262527780514
1	0.102008169917
1	0.0794651625399
1	0.223877201639
1	0.507757851128
1	0.586731855376
1	0.0530938809365
1	0.15116567051
1	1.96
1	1.96
1	1.96
1	0.528950921614
1	0.422053634794
1	0.34613640137
1	0.0187080079503
1	1.06304405989
1	0.36178171875
1	1.96
1	1.96
1	0.153166653626
1	0.250314430557
1	0.250889822943
1	0.266582566295
1	0.0189401303045
1	0.096835404858
1	0.622058972707
1	1.96
1	0.0106841892097
1	0.0303367696516
1	0.303436261443
1	1.11233930595
1	0.00394208286889
1	1.96
1	1.96
1	1.96
1	0.236128524318
1	0.130230899872
1	0.181665912252
1	0.283422742542
1	1.96
1	0.714396135099
1	0.0449042303301
1	0.293293085182
1	0.169242452802
1	0.26545214423
1	1.02811393069
1	1.96
1	0.0325031611416
1	0.0354445877112
1	0.178772169491
1	0.180900970222
1	0.230777524309
1	0.171337921415
1	0.0639220972452
1	0.243259080062
1	1.96
1	1.96
1	0.381613722015
1	0.141673691524
1	0.451297732862
1	0.995803437876
1	0.13851939912
1	1.96
1	0.106440510247
1	0.397100186916
1	0.343388625188
1	1.96
1	0.0460256878939
1	0.0557291778177
1	0.564809683068
1	0.67829596187
1	0.233293796489
1	0.960569977313
1	0.263301898791
1	1.96
1	1.96
1	0.382099035401
1	0.226714608688
1	0.0823928836081
1	0.0512021972891
1	0.804718771335
1	0.0386336173303
1	1.96
1	1.96
1	1.96
1	1.96
1	0.244429843295
1	0.0422862942982
1	0.59714262547
1	1.96
1	1.96
1	1.96
1	1.96
1	1.24455162667
1	0.53253000333
1	1.96
1	0.566782819368
1	0.0956338572968
1	0.315615926525
1	0.38799553426
1	1.96
1	1.96
1	0.106157272803
1	0.751044114931
1	0.819616521681
1	0.627355456008
1	1.96
1	0.851543019051
1	1.96
1	0.702928326903
1	0.037087485455
1	0.522957539149
1	0.853942770055
1	0.248680332117
1	1.96
1	1.96
1	1.96
1	0.0277895401884
1	0.621740015075
1	0.501460585119
1	0.122156509096
1	0.294090453936
1	0.0335708093364
1	1.86438499581
1	0.557172800023
1	0.100688628545
1	0.599350300943
1	0.326441447642
1	0.360076340567
1	0.272784763593
1	0.373735135132
1	0.400880926102
1	0.618359525083
1	0.310496278554
1	0.0113637453225
1	1.96
1	0.121434070412
1	0.129765480068
1	0.350267069619
1	0.361171414824
1	1.96
1	1.96
1	0.191646460211
1	1.96
1	0.0868702376541
1	0.310943813622
1	0.410005679978
1	0.230773466919
1	1.15119359541
1	0.400030455319
1	1.96
1	1.96
1	1.96
1	1.96
1	0.828604794173
1	0.138056159746
1	1.96
1	0.307322664373
1	0.611185742225
1	0.730980122564
1	0.26139561018
1	0.0228978129756
1	0.302546471255
1	1.96
1	1.96
1	1.96
1	1.96
1	0.0986351804622
1	0.101007506317
1	0.393606031118
1	0.565491290921
1	1.96
1	1.96
1	0.702389252977
1	0.167938287621
1	0.520079519404
1	1.02278851584
1	1.96
1	0.663225794556
1	0.518447835501
1	0.884268566817
1	1.96
1	0.136876969133
1	0.123934764238
1	0.128905944386
1	0.0918058596179
1	1.96
1	0.236685603913
1	0.971642526938
1	0.251079985918
1	0.38856710108
1	0.907948895786
1	0.243804388158
1	0.778807930779
1	0.0321915653162
1	0.0518356672674
1	1.96
1	0.809196215281
1	1.03261418565
1	0.0722607121803
1	1.96
1	1.96
1	0.385086136023
1	0.276432062499
1	0.362591967015
1	1.96
1	1.96
1	0.2992031499
1	0.921349864649
1	1.54103434111
1	0.228369641639
1	1.96
1	1.96
1	0.134344061697
1	0.0174580938835
1	0.0995427431259
1	0.0714747311361
1	0.280119363507
1	0.072222675113
1	0.644797611022
1	0.00963110901415
1	0.290534311924
1	1.96
1	1.96
1	0.576799673466
1	0.4132551351
1	0.438385908883
1	0.986126589552
1	0.206139516076
1	0.390645599933
1	0.544968701154
1	1.96
1	1.96
1	1.96
1	0.415784066832
1	0.0673957584519
1	1.95662237131
1	1.96
1	0.415819427418
1	0.0211791295093
1	0.352110011186
1	0.394748595236
1	0.820592725482
1	1.96
1	0.2516950888
1	1.96
1	0.535141649973
1	0.078402569769
1	0.386400898518
1	0.251764258845
1	1.56674968672
1	1.96
1	1.96
1	1.96
1	0.156814233642
1	0.0116744047217
1	0.79075841832
1	0.330568256099
1	0.648479598314
1	0.442558446154
1	0.221466813162
1	1.96
1	1.96
1	0.422165067689
1	0.0871307174768
1	0.024073917307
1	0.582479774356
1	0.661396913985
1	0.0347143212892
1	0.947032705955
1	0.204530675588
1	0.19541191265
1	0.577843267554
1	0.564995474685
1	1.96
1	1.96
1	1.96
1	0.365969627649
1	0.568409267589
1	0.173772830386
1	0.325024817307
1	0.844887550846
1	1.96
1	1.96
1	1.96
1	1.96
1	1.08973181522
1	0.420684839776
1	0.695305981282
1	0.464783861749
1	1.96
1	0.176413956657
1	0.231097479519
1	0.627352637146
1	0.161202403586
1	0.105281174881
1	0.0873227669951
1	0.0567007528804
1	1.96
1	0.0213752259221
1	0.203773101754
1	0.633147777906
1	1.96
1	1.96
1	0.5021719277
1	0.449087520549
1	0.70477163218
1	0.658403597446
1	0.112947588665
1	0.142091864701
